,OUARGLA,Figuier,Foues,Boumerdes,BIR SLAM,BEJAIA,MEDEA 1,MEDEA 2,BOUIRA 1,BOUIRA 2,BLIDA 1,BLIDA 2,BLIDA 3,BLIDA 4,"B,Ezzouar",Beaulieu,Baraki,Benzerga,Ain Taya,Nador,Tipaza,Cherchell,Hadjout,Sidi Ammar Tipaza,Taref,Naama,Total
0.42,1054,206.9,0,1014,6030,2645,3028,2732,1936,0,2454,2422,4109,1116,5720,2895,2784,0,1532,125,594,329,1027.6,98,276,704,44831.97
0.46,739,202.9,0,1148,6283,2954,3028,3289,1960,106,2761,3057,4508,1126,5562,3709,2972,0,1480,154,744,246,1219.8,106,285,588,48226.76
0.5,672,138.8,0,1147,5852,3122,3028,3492,1530,478,3021,3291,4938,1046,5917,4116,3117,0,1531,158,598,227,1175.1,82,357,341,49376.87
0.54,657,77.2,0,909,3827,3045,3028,2475,1184,744,2497,2574,4421,986,6481,2957,2676,208,1590,125,352,206,854.4,43,278,265,42458.47
0.58,666,52.8,0,694,2601,2790,3028,1443,1083,845,2026,2122,3736,936,7145,1676,2421,1077,1911,104,305,226,673.8,19,119,292,37991.26
0.63,700,66.5,0,597,2380,2690,3028,1093,1066,1216,1887,1825,3361,946,8631,956,2217,1928,2401,83,205,299,573.5,14,75,374,38613.10
0.67,768,94.5,0,579,2440,2803,3028,995,1127,1485,1789,1779,3148,986,9305,852,2216,2477,2532,72,207,295,563.7,24,75,380,40020.78
0.71,849,124,0,620,2880,2700,3028,1154,1441,1645,1781,1938,3240,996,9536,1570,2469,3277,2070,97,265,304,646,53,142,379,43202.73
0.75,1330,171.9,0,728,3737,2796,3028,1202,1888,1050,1979,1970,3341,1016,10050,2086,2524,3826,1756,112,218,514,735.2,63,223,447,46791.37
0.79,1685,224.1,0,870,4438,2843,3028,1409,1970,778,2198,2279,3549,1086,10810,2961,2790,2877,1280,129,221,722,860.4,73,275,660,50014.72
0.83,1629,210.2,0,1091,4454,2855,3028,2331,1638,616,2438,2710,4080,1096,10977,3793,3067,1717,907,152,223,838,957.9,80,323,540,51750.68
0.88,1964,113,0,1086,3507,2881,3028,2741,969,669,2487,2765,4416,1016,10084,3297,2877,1107,855,134,219,1010,878.2,46,255,247,48651.08
0.92,2502,67.1,0,752,2006,2744,3028,1724,667,880,1746,1767,3469,906,4564,1192,2224,1216,801,93,356,1203,504.5,5,95,156,34665.68
0.96,3038,51.6,0,504,1737,2207,3028,612,530,1099,1146,1034,2736,876,0,104,1866,1577,957,61,494,1213,317.8,5,35,121,25349.49
0,2638,30.9,0,387,1628,1937,3028,205,489,1057,800,433,2367,866,4886,0,1556,2137,1222,56,537,871,253.7,0,15,121,27520.61
0.04,1514,41,0,331,1518,1991,3028,51,480,1229,751,151,2209,876,9155,0,1505,2954,1377,61,681,611,248.8,5,30,121,30920.12
0.08,1001,36,0,320,1355,1885,3028,0,597,971,802,68,2263,876,8831,0,1452,3409,1785,61,726,501,243.2,0,35,121,30366.44
0.13,980,40.9,0,321,1408,1936,3028,0,700,539,803,0,2208,866,9183,0,1555,2255,1713,72,680,506,227.1,10,40,136,29206.84
0.17,1363,51,0,327,1461,1880,3028,0,607,269,1053,78,2200,866,9881,0,1760,1030,1743,72,589,592,259.8,5,61,141,29317.19
0.21,1712,60.9,0,342,1996,1927,3028,0,711,0,1211,115,2254,876,10272,0,1861,412,1886,83,391,676,308.8,26,66,271,30484.97
0.25,1684,84.7,0,412,2211,1923,3028,51,1104,0,1367,223,2297,896,11000,156,1958,51,2185,88,390,769,351.2,42,66,375,32711.14
0.29,1948,93.4,0,563,3110,1962,3028,508,1391,0,1616,825,2594,986,10677,1080,2362,0,2495,108,390,875,540,42,121,386,37701.59
0.33,2568,101,0,760,4313,1995,3028,1045,1477,53,2125,1498,3158,1036,9282,1895,2556,0,2253,139,437,833,725.6,62,219,534,42092.45
0.38,2062,109.2,0,881,5267,2186,3028,1547,1614,108,2421,1935,3450,1076,8361,2501,2648,0,1843,126,541,503,861.1,90,309,635,44102.41
0.42,1094,141.4,0,981,5676,2697,3028,1958,1820,0,2658,2523,3847,1106,7481,3156,2783,0,1640,150,593,343,1093,94,280,746,45889.37
0.46,798,169.4,0,1054,6043,2953,3028,2516,1867,108,2908,3222,4396,1126,6961,3619,2928,0,1705,176,693,226,1251.6,102,290,479,48617.86
0.5,688,125.1,0,1068,5734,3062,3028,3151,1434,653,3116,3550,5029,1056,6541,3827,3082,154,1965,160,597,236,1320.1,98,344,314,50331.01
0.54,659,70.7,0,837,3662,2937,3028,2432,1102,816,2754,2810,4493,956,6384,2871,2699,975,2068,135,401,217,959.7,55,258,277,43855.76
0.58,646,55.4,0,697,2709,2796,3028,1658,985,918,2238,2319,3842,916,6786,2210,2508,1481,2490,109,304,217,675.4,39,128,319,40072.86
0.63,658,54.1,0,616,2224,2800,3028,1146,991,1172,1992,2019,3479,906,7296,1432,2348,1884,2759,94,205,274,555,29,75,373,38408.45
0.67,713,85.9,0,604,2379,2685,3028,1097,1194,1438,1877,1945,3252,976,7702,1319,2429,2387,2469,84,209,324,576.7,33,80,347,39233.02
0.71,860,129.2,0,765,2969,2737,3028,1351,1581,1477,1971,2161,3334,996,8661,1879,2523,3080,1999,104,269,305,695.7,38,128,399,43439.05
0.75,1429,178.9,0,898,3727,2786,3028,1456,1975,941,2235,2318,3593,1016,9311,2496,2728,4177,1685,110,222,501,756.2,68,246,525,48403.82
0.79,1735,214.7,0,1057,4753,2834,3028,1967,2078,618,2361,2542,3810,1046,9550,3372,2993,3632,1373,126,226,732,935.1,79,307,680,52049.40
0.83,1714,219.3,0,1208,4867,2841,3028,2884,1668,559,2594,3069,4443,1076,10070,4098,3166,2881,1108,159,227,840,985.1,76,339,424,54541.92
0.88,1967,117.5,0,1107,3762,2869,3028,3085,1029,560,2664,2868,4631,946,10478,3400,2877,2275,948,155,226,950,862.1,51,253,213,51320.08
0.92,2500,76.9,0,689,2217,2735,3028,1819,821,716,1921,1925,3631,886,11033,1191,2324,2324,842,77,268,1021,498,21,75,147,42783.99
0.96,3024,56.5,0,533,1786,2417,3028,761,693,829,1256,1200,2951,876,10311,156,1968,2879,1049,51,450,1192,305.8,10,20,127,37929.22
0,2688,46.3,0,423,1624,2202,3028,204,632,946,851,589,2477,876,9877,0,1660,3588,1208,35,541,851,241.6,0,5,117,34710.68
0.04,1517,41.3,0,383,1571,2150,3028,51,649,1119,753,298,2319,866,9351,0,1505,4251,1518,40,635,592,242.9,5,5,128,33018.60
0.08,959,41.2,0,353,1515,1986,3028,0,650,858,853,272,2318,866,6270,0,1507,4719,1768,50,734,589,238.1,0,0,128,29700.73
0.13,863,56.2,0,347,1675,1931,3028,0,661,320,855,246,2319,866,0,0,1557,3876,1813,50,734,578,227.8,5,40,143,22191.87
0.17,1270,61.2,0,388,1569,1984,3028,0,702,0,1007,292,2366,856,2756,0,1710,2062,1749,61,586,626,260.8,21,66,173,23594.90
0.21,1683,76,0,404,1995,1976,3028,0,898,0,1215,334,2363,866,0,0,1811,1293,1843,66,490,698,315.1,21,61,273,21709.97
0.25,1558,99.6,0,445,2264,2027,3028,102,1299,0,1323,488,2356,866,96,208,2016,985,1876,71,443,808,342.9,32,65,411,23208.11
0.29,1777,132.1,0,590,3059,2066,3028,660,1578,0,1778,1178,2809,906,147,1083,2368,623,1092,102,443,870,549.1,42,111,413,27404.53
0.33,2568,135.2,0,840,4278,2102,3028,1359,1652,0,2290,1830,3365,1006,48,1994,2556,467,443,122,491,845,780.5,87,244,596,33126.84
0.38,2328,143.8,0,962,5272,2240,3028,1760,1719,0,2587,2292,3763,1076,188,2600,2694,415,48,115,543,492,844.8,76,296,706,36188.75
0.42,1205,195.2,0,1110,5944,2749,3028,2369,2076,0,2772,2768,4166,1156,203,3100,2786,725,0,133,594,333,991,84,297,686,39468.70
0.46,844,201.9,64,1238,6303,3104,3028,3319,2117,0,3139,3343,4675,1206,8802,3866,2881,881,0,157,743,251,1229.2,113,304,413,52221.24
0.5,718,136.7,47,1210,6036,3211,3028,3570,1703,373,3272,3645,5025,1116,5377,4163,3120,1292,0,163,596,211,1263.1,98,366,331,50071.05
0.54,703,83.3,0,977,4078,3191,3028,2465,1295,589,2892,2852,4551,936,655,3465,2827,2261,47,113,399,211,909.5,58,308,282,39177.19
0.58,690,58.7,0,748,2750,2996,3028,1557,1137,848,2297,2259,3887,886,438,2038,2530,2662,441,73,301,215,757,44,161,320,33121.97
0.63,697,73.6,0,637,2490,2902,3028,1260,1207,1112,2045,2013,3469,886,100,1321,2430,3055,806,58,253,282,636.4,29,93,375,31257.99
0.67,756,101.7,0,652,2713,2909,3028,1198,1392,1322,1898,1913,3367,886,1281,1164,2481,3543,1134,53,259,297,636.7,39,87,388,33498.61
0.71,870,140.5,0,751,3148,2855,3028,1304,1772,1310,1984,2019,3346,896,802,1672,2579,4382,676,83,213,293,653.9,49,102,420,35348.37
0.75,1380,184.8,0,935,4110,2951,3028,1351,2218,731,2033,2229,3546,916,959,2339,2781,4645,312,99,273,460,700.6,59,211,619,39070.36
0.79,1752,235.6,0,1094,4909,3046,3028,1868,2005,515,2352,2673,4076,996,4947,3369,3148,3560,0,105,224,702,911.8,85,323,633,46555.56
0.83,1785,190.7,0,1251,4542,2952,3028,2880,1459,463,2712,3103,4548,1046,653,4089,3310,2915,0,127,284,935,956.1,81,357,315,43981.88
0.88,2073,106.9,0,1156,3382,2922,3028,3084,1030,628,2609,2900,4574,986,1673,3132,3019,2451,0,118,226,1073,861,56,261,194,41541.26
0.92,2482,66.3,0,771,2100,2780,3028,1813,859,846,1695,1921,3624,886,0,926,2366,2491,0,77,266,1173,462.3,5,102,138,30875.70
0.96,3010,51,0,570,1669,2462,3028,757,760,1277,1094,1316,2939,876,3254,51,1958,3143,0,51,494,1188,302.3,5,35,143,30433.76
0,2627,40.7,0,418,1559,2246,3028,304,724,1506,946,797,2517,866,11312,0,1753,3947,0,46,635,860,238.6,5,26,133,36533.60
0.04,1466,35.5,0,377,1504,2192,3028,152,700,1405,899,387,2358,876,10791,0,1548,4452,0,41,682,654,243.6,0,0,133,33924.50
0.08,922,40.5,0,332,1397,2086,3028,153,688,1027,1050,319,2354,866,9491,0,1648,4514,50,46,729,655,238.3,5,30,149,31817.43
0.13,731,50.4,0,322,1610,1922,3028,102,729,591,1106,258,2354,866,8617,0,1647,3519,151,56,779,547,232.9,0,45,164,29426.78
0.17,1243,55.4,0,357,1875,1969,3028,154,842,319,1162,82,2245,866,7842,0,1847,2004,299,61,536,602,249.3,10,76,220,27943.80
0.21,1699,65.1,0,362,2200,1966,3028,258,1050,53,1270,87,2244,876,7268,0,1901,1341,145,62,487,657,315,15,71,394,27812.39
0.25,1675,84.3,0,402,2625,1962,3028,464,1558,0,1471,241,2288,876,6910,51,2052,982,292,72,390,821,343.3,26,77,383,29071.75
0.29,1876,107.6,0,592,3580,2054,3028,1024,1688,0,1930,862,2692,896,6801,663,2456,673,896,92,390,885,565.3,51,133,479,34416.31
0.33,2484,107.3,0,790,4632,2092,3028,1777,1738,0,2293,1471,3310,996,6901,1786,2600,623,505,127,488,944,729,72,251,614,40358.06
0.38,2226,135,0,928,5369,2395,3028,2323,1815,0,2487,1950,3661,1026,7359,2501,2742,519,253,121,490,592,895.5,80,309,735,43939.63
0.42,1200,177.3,0,1078,5933,2956,3028,2920,2008,0,2722,2494,4055,1056,8023,3206,2882,726,0,135,543,390,1060.8,88,291,554,47524.71
0.46,850,176.8,0,1217,6299,3259,3028,3469,2100,0,3027,3082,4614,1096,8779,3810,3072,983,0,155,694,285,1259.9,111,368,369,52102.53
0.5,719,143.2,0,1193,6028,3367,3028,3770,1612,365,3272,3318,4970,1026,9510,4163,3264,1445,0,139,646,256,1328.8,101,396,304,54364.62
0.54,682,96.2,34,997,4132,3306,3028,2861,1276,740,2798,2585,4447,946,9722,3208,2824,2463,96,118,401,236,922.4,57,314,293,48582.34
0.58,710,66.7,65,743,2879,3179,3028,2056,1191,951,2092,1928,3736,896,10377,2082,2470,2857,594,83,253,259,686.6,48,153,333,43716.62
0.63,724,62.1,15,655,2346,3080,3028,1699,1101,1321,1829,1696,3479,896,10936,1766,2112,3301,1476,68,258,336,527.8,33,101,349,43195.21
0.67,787,99.4,0,621,2068,2911,3028,1603,1170,1639,1673,1635,3313,906,11235,1724,2258,3942,1288,63,267,309,504.8,33,93,376,43544.69
0.71,925,147.7,0,734,2595,3010,3028,1709,1513,1638,1987,1849,3343,956,10618,1259,2561,4529,776,92,278,360,638.9,53,129,468,45195.69
0.75,1294,198.3,0,849,3457,2953,3028,1798,2024,1205,2261,2117,3551,1006,10008,2134,2672,5024,363,113,230,523,762.3,63,191,664,48487.93
0.79,1634,230.4,0,1018,4215,3108,3028,2209,2130,775,2353,2472,3922,1076,9522,3059,2983,4085,103,118,235,717,905.4,73,300,504,50776.79
0.83,1950,190.9,0,1136,4444,3063,3028,3025,1740,612,2648,2883,4396,1146,9615,3941,3159,3243,0,130,176,845,947.5,75,323,249,52965.48
0.88,2404,97.4,0,1041,3922,2973,3028,3528,1070,662,2608,2762,4470,1076,9896,3291,2570,2638,0,112,232,983,872.1,46,267,168,50716.22
0.92,3116,61.7,0,679,2161,2950,3028,2319,751,771,1853,1815,3683,996,10313,1083,2165,2684,0,82,271,1128,496.6,15,112,133,42664.80
0.96,3802,46.4,0,502,1732,2471,3028,1269,646,1042,1095,1259,3002,936,10985,103,1553,3289,0,56,443,1206,305.4,5,51,128,38955.08
0,3397,41.2,0,401,1516,2150,3028,765,596,1109,899,744,2636,906,11459,0,1090,3791,0,36,537,906,241.3,0,10,138,36395.11
0.04,2228,30.8,0,345,1300,1936,3028,461,581,1229,800,526,2423,876,10987,0,829,4601,0,31,678,738,220.5,5,20,133,34006.67
0.08,1204,40.9,0,326,1512,1930,3028,410,571,968,852,297,2425,876,9583,0,725,5107,50,41,725,669,242.3,5,26,154,31765.86
0.13,891,35.7,0,305,1726,1873,3028,359,606,587,955,135,2315,886,8714,0,828,4214,149,51,629,588,225.8,5,36,164,29305.54
0.17,1169,55.9,0,340,1835,1926,3028,412,663,320,1009,0,2145,866,7783,0,931,2811,196,56,533,625,253.4,5,51,254,27269.26
0.21,1665,60.6,0,351,2105,1871,3028,462,862,107,1115,0,2093,866,7104,0,1084,1795,144,62,437,707,302.6,21,57,412,26710.85
0.25,1521,84.1,0,397,2425,1919,3028,615,1278,53,1421,149,2239,866,6841,104,1698,1131,485,67,436,862,340.1,31,57,404,28450.30
0.29,1644,117.2,0,558,3381,1957,3028,1069,1602,0,1932,697,2591,876,6578,770,1950,772,636,98,389,926,488.2,36,118,510,32721.82
0.33,2416,106.2,0,805,4421,2098,3028,1768,1760,0,2287,1463,3141,896,6824,1791,2246,617,394,117,487,913,666.4,76,203,652,39176.20
0.38,2285,144.6,0,924,5033,2336,3028,2419,1993,0,2479,2009,3551,906,7381,2497,2330,617,49,150,493,531,751.9,74,309,681,42972.16
0.42,1232,170.7,0,1078,4350,3683,3028,3066,2159,0,2781,2422,3959,996,7895,3149,2516,718,0,174,594,343,932.1,112,345,448,46148.56
0.46,840,187.7,0,1165,4669,3946,3028,3728,2155,160,2959,3189,4451,1026,8862,3754,2810,1025,96,207,644,285,1165.4,130,342,342,51167.14
0.5,699,151.9,0,1129,4457,4010,3028,4097,1680,538,3262,3401,4907,1066,9571,4117,3106,1383,48,221,597,242,1262.9,111,372,292,53747.70
0.54,682,81.4,0,966,2528,4056,3028,3336,1403,641,2866,2657,4487,1046,9972,3466,2711,2349,196,161,402,246,967.1,77,318,315,48956.50
0.58,701,57.3,0,734,1409,3793,3028,2723,1220,791,2287,2230,3825,1056,10343,2188,2359,2847,699,96,253,261,785.9,58,156,379,44278.55
0.63,706,76,0,581,1252,3744,3028,2320,1243,944,2025,2020,3509,1126,10977,1262,2158,3245,854,62,257,279,675.9,10,95,376,42824.16
0.67,784,81,0,588,1250,3733,3028,2363,1254,1366,1878,1821,3460,1236,11240,1157,2207,3743,455,52,265,349,631.2,33,104,398,43474.36
0.71,938,128.5,0,673,1653,3717,3028,2310,1588,1476,1883,1900,3395,1306,10678,1364,2407,4569,0,71,219,324,701.2,58,134,496,45015.96
0.75,1390,158,0,830,2292,3825,3028,2362,2080,1049,1977,2079,3501,1256,9936,1826,2663,5068,0,67,225,481,749.4,63,236,595,47735.99
0.79,1757,198.7,0,944,3002,3828,3028,2620,2143,668,2256,2342,3759,1156,9819,2599,2831,4232,0,87,231,701,897.7,63,273,363,49798.88
0.83,1882,218.3,0,1076,3387,3892,3028,3238,1741,664,2452,2777,4181,916,9785,3278,3109,3184,0,103,234,971,1006.3,95,312,197,51727.54
0.88,2188,112.8,0,1041,2554,3924,3028,3744,1099,660,2551,2827,4517,886,9765,2833,2720,2578,0,111,175,1312,843.1,46,296,142,49953.90
0.92,2824,71.9,0,675,1124,3799,3028,2674,818,767,1749,1878,3735,896,10238,829,2269,2527,0,66,227,1574,491.2,10,128,122,42520.36
0.96,3187,46.3,0,473,643,3438,3028,1573,651,881,996,1225,2951,896,10764,52,1708,3026,0,46,354,1463,311,5,51,117,37885.28
0,2735,36.1,0,376,643,2946,3028,971,604,941,798,751,2583,876,11144,0,1602,3592,0,36,630,1062,236.3,0,15,128,35732.84
0.04,1608,36.1,0,336,538,2792,3028,564,569,1005,750,433,2370,886,10880,0,1501,4352,0,36,770,682,215.2,5,0,143,33499.23
0.08,811,30.9,0,311,590,2732,3028,359,588,908,752,308,2374,876,9583,0,1501,4357,0,36,966,520,215.7,0,0,143,30988.03
0.13,613,41,0,306,589,2784,3028,361,645,481,854,288,2321,886,8611,0,1449,3665,0,51,970,490,232.3,5,0,153,28822.65
0.17,1249,51,0,311,748,2778,3028,465,714,213,957,262,2318,876,7683,0,1552,2205,245,51,825,487,227.8,10,10,253,27518.87
0.21,1598,55.8,0,326,857,2777,3028,463,837,107,912,215,2321,866,7057,0,1604,1389,144,61,534,591,297.9,16,36,304,26396.76
0.25,1505,60,0,367,910,2828,3028,669,1016,0,1115,277,2311,876,6625,0,1808,1032,237,67,387,575,330.2,37,41,448,26548.12
0.29,1747,92,0,492,1489,2916,3028,1072,1318,0,1468,622,2446,876,6564,51,2107,672,334,77,388,687,484.4,52,91,602,29676.31
0.33,2536,137.1,0,603,2629,3045,3028,1663,1524,0,1872,1258,2886,886,6868,762,2394,518,96,96,437,817,761.8,76,190,747,35827.67
0.38,2375,186.7,0,504,3609,3329,3028,2661,1681,0,2365,2126,3642,896,7491,2028,2478,466,0,114,393,492,1049.6,109,342,718,42083.10
0.42,1235,255.8,0,438,4329,3938,3028,3573,2039,0,2960,3283,4747,926,7951,3191,2813,671,0,133,493,294,1420.1,146,381,485,48730.47
0.46,852,248,0,473,4794,4403,3028,4387,2243,0,3648,4307,5738,986,8647,4606,3298,878,0,147,592,198,1616.5,158,427,322,55996.54
0.5,714,180.5,0,570,4588,4514,3028,4490,1778,160,4045,4643,6243,986,9244,5469,3542,1288,0,152,547,187,1521.8,128,499,252,58769.25
0.54,687,90.7,0,580,2607,4453,3028,2918,1280,422,3213,3431,5309,986,9784,3855,3102,2253,48,132,402,193,956.2,76,423,304,50533.29
0.58,680,57.2,0,546,1083,4053,3028,1490,1083,736,2098,2098,3923,956,10328,1106,2352,2854,545,92,254,188,577.2,66,212,325,40730.99
0.63,720,61.4,0,519,663,3735,3028,831,1067,1105,1596,1331,3349,996,10811,49,2146,3349,1063,68,258,235,370,47,100,332,37828.55
0.67,777,70.7,0,482,811,3346,3028,736,1223,1421,1599,1083,3244,1106,11352,0,2146,3879,974,63,212,247,439.6,24,90,384,38735.15
0.71,986,108.4,0,543,1229,3401,3028,886,1386,1469,1762,1318,3237,1186,10759,0,2249,4663,568,73,274,274,636.5,52,104,534,40726.57
0.75,1487,132.4,0,645,1917,3508,3028,893,1686,1040,1727,1257,3142,1186,10102,0,2257,4813,207,88,170,417,647.1,47,153,565,41115.54
0.79,1675,167.9,0,701,2524,3515,3028,1047,1867,404,1745,1426,3036,1156,9512,745,2423,3975,51,99,231,577,718.4,58,204,277,41161.16
0.83,1629,191.8,0,863,2956,3570,3028,1555,1663,196,1930,1981,3345,906,8363,1990,2800,3177,0,126,234,817,792.4,64,228,156,42559.90
0.88,2007,96.8,0,929,2810,3587,3028,2216,1103,194,2077,2222,3717,876,101,2110,2765,2572,0,112,232,995,744.1,55,305,131,34985.48
0.92,2642,51.1,0,609,1228,3628,3028,1156,786,295,1641,1479,3293,866,1057,259,2216,2569,0,71,168,1172,473.8,10,133,122,28952.55
0.96,3115,25.6,0,433,534,3218,3028,202,641,552,993,797,2675,876,429,0,1965,3073,0,51,303,1214,272.9,5,36,112,24551.86
0,2611,25.6,0,348,373,3004,3028,50,592,663,747,342,2365,876,198,0,1606,3579,0,35,535,882,213.8,0,25,112,22209.88
0.04,1389,30.8,0,294,426,2895,3028,0,546,830,651,36,2158,886,96,0,1502,4339,0,40,680,664,203.5,5,5,127,20830.62
0.08,884,30.8,0,274,374,2630,3028,0,538,682,554,0,2061,876,455,0,1293,4506,0,45,824,535,203.5,0,0,132,19926.38
0.13,718,30.8,0,264,639,2291,3028,0,620,208,556,0,2067,886,830,0,1344,3670,0,45,728,509,204.3,5,20,193,18856.63
0.17,1146,40.9,0,310,746,2342,3028,0,669,0,655,0,2061,876,251,0,1648,2158,0,60,631,569,203.5,10,36,281,17721.62
0.21,1461,50.9,0,306,959,2393,3028,0,900,0,903,0,2052,866,1278,0,1599,1393,0,55,486,562,278.2,16,41,342,18968.35
0.25,1439,60.1,0,352,958,2388,3028,0,1243,0,1157,0,2147,876,3183,0,1853,982,336,71,389,659,296.3,32,41,442,21931.81
0.29,1775,92,0,427,1635,2419,3028,306,1520,0,1508,223,2169,876,2429,103,2053,674,737,86,438,822,433.2,31,82,552,24416.92
0.33,2584,128.4,0,548,2564,2771,3028,747,1603,0,1961,966,2713,886,3643,659,2240,467,195,92,390,889,641.7,66,181,653,30614.80
0.38,2248,140.8,0,505,3491,3319,3028,1533,1680,0,2206,1664,3317,896,297,1722,2227,416,0,107,444,573,849.3,64,287,509,31522.81
0.42,1104,196.9,0,480,4162,3984,3028,2192,2050,0,2494,2247,3772,926,5302,2381,2464,570,0,129,496,356,1031.6,96,328,297,40086.85
0.46,728,204.5,0,523,4621,4289,3028,2789,2179,0,2739,2904,4318,986,10487,3090,2709,726,0,149,645,260,1233,129,344,289,49368.34
0.5,595,158.9,0,652,4416,4291,3028,3035,1686,52,2971,3276,4772,986,10888,3751,2854,982,0,175,597,229,1301.2,110,372,283,51462.12
0.54,576,82.8,14,727,2336,4177,3028,2080,1339,312,2548,2587,4464,986,10565,2995,2557,1593,0,123,400,235,965.7,57,317,367,45431.55
0.58,619,68.1,5,693,1029,3940,3028,1128,1189,781,1894,2001,3859,956,9361,1617,2157,2547,292,97,252,234,737.9,48,156,319,39007.51
0.63,643,68.3,0,583,712,3679,3028,1870,1197,1146,1745,1791,3548,996,8399,750,1905,3678,1115,81,255,296,536.4,24,99,350,38495.60
0.67,684,87.3,0,592,759,3719,3028,339,1286,1300,1759,1634,3444,1106,7356,496,1955,4807,1030,66,262,310,485.6,33,85,476,37097.66
0.71,810,116.6,0,665,1180,3780,3028,482,1617,1292,1819,1723,3384,1186,6680,850,2058,5940,517,92,217,330,613.2,58,144,655,39235.84
0.75,1279,154.7,0,769,2139,3830,3028,339,2078,817,1930,1815,3481,1186,6215,1466,2162,6627,155,113,222,483,653.8,53,231,498,41725.94
0.79,1534,204.3,0,878,2731,3827,3028,639,2106,497,2047,2033,3641,1156,6005,2239,2430,5347,0,135,226,655,817.3,59,228,226,42688.12
0.83,1542,198.2,0,1075,3212,3933,3028,1649,1749,342,2348,2639,4116,906,6000,3219,2596,3612,0,146,286,811,885.6,80,296,156,44824.69
0.88,1771,122,0,1101,2798,3898,3028,2308,1131,441,2512,2621,4395,876,6410,3075,2551,2509,0,115,229,996,820.3,55,303,131,44198.27
0.92,2546,66.5,0,734,1379,3884,3028,1205,877,545,1866,1616,3557,866,6764,1027,2051,2306,0,78,221,1211,474.8,20,137,126,36584.77
0.96,3081,46.1,0,482,531,3534,3028,304,689,653,1306,925,2827,876,7612,51,1593,2610,0,56,357,1291,276.1,10,35,122,32296.05
0,2665,36,0,387,529,2712,2706,0,   ,0,950,140,2100,573,6700,0,1300,600,0,50,600,640,200,5,20,127,23040.71
0.04,538,30.8,0,293,477,2712,2706,0,556,0,954,145,2195,573,6775,0,1390,615,0,51,647,643,201.2,5,20,270,21797.69
0.08,433,30.7,0,278,398,2708,2706,0,557,0,955,36,2194,573,6355,0,1388,512,0,56,796,539,206.2,0,15,311,21046.89
0.13,120,35.6,0,283,609,2761,2706,0,601,0,956,0,2138,573,6352,0,1439,410,0,67,740,560,196,5,25,320,20894.96
0.17,1395,45.5,0,308,663,2756,2706,0,669,0,1160,0,2186,573,6549,0,1437,561,0,72,644,657,233.1,5,46,338,23004.24
0.21,1900,60.2,0,292,874,2753,2706,0,947,0,1314,36,2127,593,7159,0,1536,816,0,72,448,781,253.2,10,51,485,25214.45
0.25,2633,84.6,0,366,848,2745,2706,0,1503,208,1517,189,2227,693,7717,0,1839,1274,0,77,449,960,316.6,25,51,626,29054.77
0.29,4953,104,0,512,1683,2937,2706,357,1662,580,1819,992,2679,753,8843,610,2192,2188,0,98,448,1054,475.3,40,126,329,38140.73
0.33,4620,99.6,0,717,3218,3140,2706,906,1613,903,2171,1521,3145,793,9256,1430,2395,2493,0,135,549,875,603.1,50,243,126,43708.77
0.38,1500,118.3,34,887,3793,3442,2706,1657,1867,1119,2429,2021,3504,833,9717,2198,2447,2845,49,125,598,547,818.7,76,304,53,45688.21
0.42,575,180.4,291,1043,4468,4062,2706,2414,2216,1444,2600,2664,4014,873,10387,2913,2648,3548,350,167,746,406,1013.7,86,308,68,52189.97
0.46,408,220.8,349,1231,5044,4421,2706,3160,2189,1546,3070,3403,4566,893,11103,3731,3002,4197,1008,189,799,348,1226.6,116,342,75,59343.62
0.5,355,179.7,484,1258,4880,4423,2706,3714,1680,1057,3393,3763,5082,823,11673,4398,3304,4749,1167,200,602,319,1283.2,101,388,83,62062.97
0.54,315,96,488,1028,3001,4364,2706,2850,1399,676,2815,2867,4689,723,11039,3541,2910,3756,660,179,454,266,908,60,307,92,52188.17
0.58,275,70.7,520,761,1687,4286,2706,2104,1268,565,2210,2147,3915,693,10182,2257,2555,2902,252,141,355,328,739.9,45,159,92,43214.50
